nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set
NCT03972709,"A Study Assessing the Safety, Tolerability, and Efficacy of Galegenimab (FHTR2163) in Participants With Geographic Atrophy Secondary to Age-Related Macular Degeneration (AMD)",TERMINATED,2019-06-03,The benefit to risk balance did not support further treatment with galegenimab (FHTR2163).,PHASE2,372,"Genentech, Inc.",INDUSTRY,"Macular Degeneration, Age-Related|Geographic Atrophy",Galegenimab|Sham Control,2026-09-07,False,False
NCT05501912,A Study of ABM-1310 in Patients With BRAF V600-Mutant Advanced Solid Tumors,TERMINATED,2022-09-01,Adjustment of the applicant's research and development strategy,PHASE1,20,ABM Therapeutics Shanghai Company Limited,INDUSTRY,Advanced Solid Tumor|BRAF V600 Mutation,ABM-1310,2026-09-07,False,False
NCT04176016,Phase I Study of Radiolabeled OTSA101-DTPA in Patients With Relapsed or Refractory Synovial Sarcoma,TERMINATED,2020-01-10,Some of the raw materials for the investigational drug are difficult to obtain and expensive.,PHASE1,12,"OncoTherapy Science, Inc.",INDUSTRY,Relapsed or Refractory Synovial Sarcoma,OTSA101-DTPA-111In|OTSA101-DTPA-90Y,2026-09-07,False,False
NCT02575807,"Safety and Efficacy of CRS-207 With Epacadostat in Platinum Resistant Ovarian, Fallopian or Peritoneal Cancer",TERMINATED,2016-03-08,Study was stopped due to low enrollment and lack of clinical activity.,PHASE1|PHASE2,35,"Aduro Biotech, Inc.",INDUSTRY,Platinum-resistant Ovarian Cancer|Platinum-resistant Fallopian Cancer|Platinum-resistant Peritoneal Cancer,CRS-207|Epacadostat|Pembrolizumab,2026-09-07,False,False
NCT05143177,A Study to Evaluate the Efficacy and Safety of DA-1229 (Evogliptin) in Patient's Calcific Aortic Valve Disease With Mild to Moderate Aortic Stenosis (EVOID-AS),TERMINATED,2022-06-27,The study is terminated due to sponsor's business decision. There were no safety issues influencing this course of action.,PHASE2|PHASE3,486,"REDNVIA Co., Ltd.",INDUSTRY,Calcific Aortic Valve Disease,Evogliptin|Placebo,2026-09-07,False,False
NCT03597971,HMPL004-6599 Phase I Dose-escalating Study,TERMINATED,2018-03-20,Sponsor decision,PHASE1,32,Nutrition Science Partners Limited,INDUSTRY,Ulcerative Colitis|Crohn Disease,HMPL004-6599|Placebo,2026-09-07,False,False
NCT04898309,Efficacy and Safety of GNR-038 vs Berinert® in Patients With Hereditary Angioedema,WITHDRAWN,2021-12-01,Company pipeline revision,PHASE2|PHASE3,0,AO GENERIUM,INDUSTRY,Hereditary Angioedema,"GNR-038, 50 МЕ/ kg|GNR-038, 100 МЕ/ kg|Berinert®, 20 МЕ/ kg|Placebo|GNR-038. The dose will be selected according to results of stage 1 clinical trial.|Berinert®, 20 МЕ/ kg",2026-09-07,False,False
NCT03275012,Efficacy and Safety Study of Gabapentin as add-on to Morphine in Paediatric Patients Affected by Chronic Pain,WITHDRAWN,2017-04-04,Study not started,PHASE2,0,Pharmaceutical Research Management srl,INDUSTRY,Chronic Pain,Gabapentin + Morphine|Placebo + Morphine,2026-09-07,False,False
NCT04001036,"Efficacy and Safety Assessments of a Peritoneal Dialysis Solution Containing Glucose, Xylitol, and L-Carnitine in CAPD",TERMINATED,2019-09-01,prematurely interrupted due to significant difficulties in the completion of the sample size defined by the study protocol,PHASE2,11,Iperboreal Pharma Srl,INDUSTRY,End Stage Renal Disease,"1.5% Xylitol, 0.5% Glucose, and 0.02% L-carnitine|0.7% Xylitol, 0.5% Glucose, and 0.02% L-carnitine",2026-09-07,False,False
NCT04465487,Study of REGN6569 and Cemiplimab in Adult Patients With Advanced Solid Tumor Malignancies,TERMINATED,2020-10-05,Sponsor Decision,PHASE1,38,Regeneron Pharmaceuticals,INDUSTRY,Squamous Cell Carcinoma of Head and Neck,REGN6569|Cemiplimab,2026-09-07,False,False
NCT02740387,Open Label Study of OTO-104 in Subjects With Meniere's Disease,TERMINATED,2016-06,Negative Efficacy Results from the recently completed Phase 3 study 104-201506,PHASE2,34,"Otonomy, Inc.",INDUSTRY,Meniere's Disease,OTO-104,2026-09-07,False,False
NCT04816916,Efficacy and Safety of AXA1665 in Cirrhotic Subjects With Prior Overt Hepatic Encephalopathy,TERMINATED,2021-06-29,Sponsor is stopping the study to focus company resources on other development programs.,PHASE2,12,"Axcella Health, Inc",INDUSTRY,Hepatic Encephalopathy,AXA1665|Placebo,2026-09-07,False,False
NCT05653427,A Study of Amivantamab Monotherapy in Participants With Previously Treated Advanced Hepatocellular Carcinoma,TERMINATED,2022-12-08,N\~15 subjects data analysis did not meet statistical consideration of ORR and study primary/secondary objectives were not met. Enrollment was terminated for futility,PHASE2,18,"Janssen Research & Development, LLC",INDUSTRY,"Carcinoma, Hepatocellular",Amivantamab,2026-09-07,False,False
NCT03681951,First-time-in-human (FTIH) Study of GSK3145095 Alone and in Combination With Other Anticancer Agents in Adults With Advanced Solid Tumors,TERMINATED,2018-11-16,The study was terminated following an internal review of the company's current research and development portfolio.,PHASE2,8,GlaxoSmithKline,INDUSTRY,"Neoplasms, Pancreatic",GSK3145095|Pembrolizumab,2026-09-07,False,True
NCT04113616,"An Open-Label, Multicenter, Phase 1b/2 Study of the Safety and Efficacy of KRT-232 When Administered Alone and in Combination With Low-Dose Cytarabine (LDAC) or Decitabine in Patients With Acute Myeloid Leukemia (AML)",TERMINATED,2019-09-25,"In September 2023, the study was terminated because of a Sponsor decision, unrelated to safety concerns.",PHASE1|PHASE2,70,"Kartos Therapeutics, Inc.",INDUSTRY,"Relapsed or Refractory Acute Myeloid Leukemia (AML)|Acute Myeloid Leukemia (AML), Secondary to Myeloproliferative Neoplasms (MPN)",KRT-232|Cytarabine|Decitabine,2026-09-07,False,False
NCT03645876,SHR-1210 in Combination With BP102 and XELOX in Patient With Metastatic Colorectal Cancer,TERMINATED,2018-11-08,The study was terminated early due to company decision,PHASE2,12,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,Metastatic Colorectal Cancer,SHR-1210|BP102|oxaliplatin|capecitabine,2026-09-07,False,False
NCT03773055,Phase II Clinical Trial of NPC-06 in Patients With Neuropathic Pain in Cancer,TERMINATED,2019-04-03,Low recruitment,PHASE2,7,Nobelpharma,INDUSTRY,Neuropathic Pain in Cancer,NPC-06,2026-09-07,False,False
NCT05556616,A Study of Modakafusp Alfa in Adult Participants With Multiple Myeloma,TERMINATED,2023-01-12,Due to strategic reasons (no safety concerns).,PHASE1,15,Teva Branded Pharmaceutical Products R&D LLC,INDUSTRY,Multiple Myeloma,Modakafusp alfa|Lenalidomide|Bortezomib|Carfilzomib|Daratumumab|Pomalidomide,2026-09-07,False,False
NCT03379584,A Safety Study of SGN-CD48A in Patients With Multiple Myeloma,TERMINATED,2018-02-20,Due to overall benefit/risk profile,PHASE1,14,Seagen Inc.,INDUSTRY,Multiple Myeloma,SGN-CD48A,2026-09-07,False,False
NCT06291415,"The Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of HMPL-523 in Adult Subjects With Immune Thrombocytopenia (ITP)",WITHDRAWN,2024-04-02,Sponsor decision,PHASE1,0,Hutchmed,INDUSTRY,"Immune Thrombocytopenia|Blood Platelet Disorder|Hematologic Diseases|Purpura, Thrombocytopenic|Purpura|Blood Coagulation Disorder|Thrombotic Microangiopathies|Hemorrhagic Disorders|Autoimmune Diseases|Immune System Diseases|Hemorrhage|Pathologic Processes|Skin Manifestations|Thrombocytopenia|Purpura, Thrombocytopenic, Idiopathic|Primary Immune Thrombocytopenia|ITP - Immune Thrombocytopenia",HMPL-523,2026-09-07,False,False
NCT03337698,A Study Of Multiple Immunotherapy-Based Treatment Combinations In Participants With Metastatic Non-Small Cell Lung Cancer (Morpheus- Non-Small Cell Lung Cancer),TERMINATED,2017-12-27,Study was closed early as the sponsor decided not to continue development of certain treatment combinations.,PHASE1|PHASE2,314,Hoffmann-La Roche,INDUSTRY,"Carcinoma, Non-Small-Cell Lung",Atezolizumab|Cobimetinib|RO6958688|Docetaxel|CPI-444|Pemetrexed|Carboplatin|Gemcitabine|Linagliptin|Tocilizumab|Ipatasertib|Bevacizumab|Sacituzumab Govitecan|Radiation|Evolocumab|Tiragolumab|XL092|Camonsertib,2026-09-07,False,False
NCT04249947,P-PSMA-101 CAR-T Cells in the Treatment of Subjects With Metastatic Castration-Resistant Prostate Cancer (mCRPC) and Advanced Salivary Gland Cancers (SGC),TERMINATED,2020-02-28,Study closed,PHASE1,40,"Poseida Therapeutics, Inc.",INDUSTRY,"Prostatic Neoplasms, Castration-Resistant|Neoplasms by Histologic Type|Neoplasms, Prostate|Prostate Cancer|Metastatic Castration-resistant Prostate Cancer|Neoplasms|Prostatic Neoplasms|Genital Neoplasms, Male|Urogenital Neoplasms|Neoplasms by Site|Prostatic Disease|Salivary Gland Cancer|Salivary Gland Tumor|Adenoid Cystic Carcinoma|Salivary Duct Carcinoma|Mucoepidermoid Carcinoma|Acinic Cell Tumor",P-PSMA-101 CAR-T cells|Rimiducid,2026-09-07,True,True
NCT04252417,HI Study to Assess and Compare the Pharmacokinetic Parameters of MD1003 in Hepatic Impaired Patients and Healthy Subjects,TERMINATED,2019-10-11,Due to other Phase 3 trial failure to meet primary endpoint,PHASE1,15,MedDay Pharmaceuticals SA,INDUSTRY,Healthy Volunteers|Hepatic Impairment of Moderate Child Pugh Category,MD1003,2026-09-07,False,False
NCT03236311,A Dose Titration Study to Assess the Effects of SAR407899 in Patients With MVA and/or Persistent Stable Angina Despite Angiographically Successful PCI,TERMINATED,2017-10-12,(Recruitment was early terminated due to slow recruitment. Not linked to any safety concern.),PHASE2,10,Sanofi,INDUSTRY,Microvascular Coronary Artery Disease,SAR407899|Placebo|Adenosine|Regadenoson|13N-ammonia|82Rubidium,2026-09-07,False,False
NCT02681809,A Study to Evaluate the Efficacy and Safety of Ocriplasmin in Inducing Total PVD in Subjects With NPDR,TERMINATED,2015-12,Slow recruitment rate,PHASE2,48,ThromboGenics,INDUSTRY,Diabetic Retinopathy|Posterior Vitreous Detachment|Disease Progression,ocriplasmin 0.0625mg|ocriplasmin 0.125mg|Sham injection,2026-09-07,False,False
NCT05581199,To Assess Efficacy and Safety of Batoclimab in Adult Participants With Active CIDP,TERMINATED,2022-12-15,Sponsor Decision,PHASE2,94,Immunovant Sciences GmbH,INDUSTRY,Chronic Inflammatory Demyelinating Polyneuropathy,Batoclimab 680 milligrams (mg) subcutaneous (SC) weekly|Batoclimab 340 mg SC weekly|Placebo,2026-09-07,False,False
NCT05435014,T-ACE Oil by TAE/TACE in Patients With Hepatocellular Carcinoma,TERMINATED,2022-09-13,"T-ACE Medical Co., Ltd. hereby submits this formal notification to the U.S. Food and Drug Administration (FDA) to request the permanent discontinuation and withdrawal of Investigational New Drug application IND 152626.",PHASE1|PHASE2,2,"T-ACE Medical Co., Ltd",INDUSTRY,Hepatocellular Carcinoma,T-ACE Oil|Lipiodol,2026-09-07,False,False
NCT05162131,"Study to Evaluate the Safety, Tolerability, PK, and PD of PB2452 With and Without Ticagrelor Pretreatment in Chinese Healthy Volunteers",TERMINATED,2021-12-25,"After recruitment of Cohorts 1-4 was completed, Sponsor decided to terminate study, initially due to COVID and then considering that PK data from the dose planned to be tested in Cohort 5 (18000 mg) would be available from the ongoing Phase 3 study.",PHASE1,34,"SFJ Pharmaceuticals, Inc.",INDUSTRY,Healthy,Bentracimab (PB2452) 100 mg or Placebo|Bentracimab (PB2452) 300 mg or Placebo|Bentracimab (PB2452) 1000 mg or Placebo|Bentracimab (PB2452) 1000 mg or Placebo (With Ticagrelor Pre-Treatment)|Bentracimab (PB2452) 3000 mg or Placebo (With Ticagrelor Pre-Treatment)|Bentracimab (PB2452) 9000 mg or Placebo (With Ticagrelor Pre-Treatment)|Bentracimab (PB2452) 18000 mg or Placebo (With Ticagrelor Pre-Treatment),2026-09-07,False,False
NCT02862600,Open-Label Study of Perhexiline in Patients With Hypertrophic Cardiomyopathy and Moderate to Severe Heart Failure,TERMINATED,2016-08-01,Lack of Efficacy,PHASE2,35,Heart Metabolics Limited,INDUSTRY,"Cardiomyopathy, Hypertrophic|Cardiomyopathy, Hypertrophic, Familial",Perhexiline|Use of bioanalytical assay to monitor plasma levels of perhexiline,2026-09-07,False,False
NCT05760781,To Evaluate the Safety and Efficacy of STSG-0002 Injection in Patients With Chronic Hepatitis B,TERMINATED,2023-04-25,"The preliminary effectiveness data observed at present did not meet the expectations, the benefit of the subjects receiving the experimental drug was limited.",PHASE2,9,"Staidson (Beijing) Biopharmaceuticals Co., Ltd",INDUSTRY,Chronic Hepatitis b,STSG-0002 Injection,2026-09-07,False,False
NCT05607199,"A First in Human Study of AUR 103 Calcium to Evaluate Safety, Pharmacokinetics and Pharmacodynamics",TERMINATED,2022-09-16,Patient recruitment problems.,PHASE1,27,Aurigene Discovery Technologies Limited,INDUSTRY,"Solid Tumor, Adult|Acute Myeloid Leukemia|Myelodysplastic Syndromes|Non Hodgkin Lymphoma",AUR103,2026-09-07,False,False
NCT05234606,A Safety and Preliminary Efficacy Study of SBT6290 Alone and in Combination With PD-(L)1 Inhibitors in Select Advanced Solid Tumors,WITHDRAWN,2022-03,Sponsor decision based on strategic re-alignment,PHASE1|PHASE2,0,Silverback Therapeutics,INDUSTRY,Urothelial Carcinoma|Triple Negative Breast Cancer|Non-small Cell Lung Cancer|Squamous Cell Carcinoma of Head and Neck|Hormone Receptor-positive/HER2-negative Breast Cancer,SBT6290|SBT6290|pembrolizumab,2026-09-07,False,False
NCT03605212,Febuxostat for Tumor Lysis Syndrome Prevention in Hematological Malignancies of Paediatric Patients and Adults,TERMINATED,2017-02-27,The study was stopped as per EMA waiver granted on 20July2018.,PHASE1|PHASE2,30,Menarini Group,INDUSTRY,Tumor Lysis Syndrome,Febuxostat,2026-09-07,False,False
NCT02377336,GS-6615 in Adults With Chronic Stable Angina and Coronary Artery Disease,WITHDRAWN,2015-05,Anticipated recruitment challenges,PHASE2,0,Gilead Sciences,INDUSTRY,Ischemic Heart Disease,GS-6615|Placebo,2026-09-07,False,False
NCT05327816,A Study of Various Respiratory Syncytial Virus (RSV) Pre-Fusion (preF)-Based Vaccine Formulations in Adults Aged 60 Years and Older,TERMINATED,2022-04-13,"Based on recent study data from VAC18193, it was decided to terminate the study. There are no underlying safety concerns to terminate VAC18195RSV1001",PHASE1|PHASE2,132,Janssen Vaccines & Prevention B.V.,INDUSTRY,Respiratory Syncytial Virus-associated Lower Respiratory Tract Disease Prevention,RSV preF-based Vaccine|Placebo,2026-09-07,False,False
NCT05222516,Immunomodulation by OM-85 (Broncho-Vaxom) in Early AD,TERMINATED,2021-12-20,Recommendation of DSMB (futility of Endpoints),PHASE2,63,OM Pharma SA,INDUSTRY,Atopic Dermatitis,Broncho-Vaxom|Placebo,2026-09-07,False,False
NCT05348681,A Study to Evaluate RIST4721 in Hidradenitis Suppurativa (HS),TERMINATED,2022-07-18,Due to safety findings in ongoing Phase 2 trials.,PHASE2,25,"Aristea Therapeutics, Inc.",INDUSTRY,Hidradenitis Suppurativa,RIST4721|Placebo,2026-09-07,False,False
NCT05155332,A Study to Test Different Doses of BI 1831169 Alone and in Combination With an Anti-PD-1 Antibody in People With Different Types of Advanced Cancer (Solid Tumors),SUSPENDED,2022-03-28,Sponsor decision - temporary enrolment hold as a precautionary measure following a safety event.,PHASE1,190,Boehringer Ingelheim,INDUSTRY,Solid Tumors,BI 1831169|anti-PD-1 antibody,2026-09-07,False,False
NCT02542098,"Safety, Pharmacokinetics (PK), and Effectiveness of Hydrocodone Bitartrate (HYD) Extended-Release Tablets in Children",WITHDRAWN,2017-01,Study has been updated with a new protocol number,PHASE2,0,Purdue Pharma LP,INDUSTRY,Pain,HYD tablets,2026-09-07,False,False
NCT03417921,A Study of ABTL0812 in Pancreatic Cancer,SUSPENDED,2021-04-26,We opened another study.,PHASE1|PHASE2,60,Ability Pharmaceuticals SL,INDUSTRY,Pancreatic Cancer,ABTL0812|Gemcitabine and nab-paclitaxel,2026-09-07,False,False
NCT05540665,Study of Daxdilimab (HZN-7734) in Participants With Active Proliferative Lupus Nephritis (LN),TERMINATED,2023-04-26,Sponsor Decision,PHASE2,19,Amgen,INDUSTRY,Lupus Nephritis,Daxdilimab|Daxdilimab|Placebo (Normal Saline),2026-09-07,False,False
NCT04501614,"A Study of Ponatinib With Chemotherapy in Children, Teenagers, and Adults With Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia",TERMINATED,2021-02-24,"Phase 1 enrollment was terminated due to dose-limiting toxicities, thus the study was terminated by Sponsor.",PHASE1|PHASE2,11,Takeda,INDUSTRY,Pediatric Philadelphia Chromosome-positive Acute Lymphoblastic Leukemia (Ph+ALL)|Ph+ Mixed Phenotype Acute Leukemia (MPAL)|Philadelphia Chromosome-Like ALL (Ph-like ALL),Ponatinib|Chemotherapy Agents,2026-09-07,False,False
NCT05720052,A Study of MS-553 in Patients With Relapsed or Refractory B-cell Lymphoma,TERMINATED,2023-02-06,The study is terminated due to major protocol revisions.,PHASE1|PHASE2,8,"MingSight Pharmaceuticals, Inc",INDUSTRY,Relapsed or Refractory B-cell Lymphoma|Diffuse Large B-cell Lymphoma (DLBCL)|Follicular Lymphoma (FL)|Mantle Cell Lymphoma (MCL)|Chronic Lymphocytic Leukemia (CLL)|Small Lymphocytic Lymphoma (SLL)|Marginal Zone Lymphoma (MZL),MS-553,2026-09-07,False,False
NCT04066244,Study of Safety and Proof of the Mechanism of BLZ945 in ALS Patients,TERMINATED,2019-12-30,Study terminated after assessment of potential benefit-risk from available data,PHASE2,28,Novartis Pharmaceuticals,INDUSTRY,Amyotrophic Lateral Sclerosis,BLZ945,2026-09-07,False,False
NCT05700734,MK-8510 Monotherapy for the Treatment of Anti-retroviral naïve Human Immunodeficiency Virus Type 1 (HIV-1) Infected Participants (MK-8510-002),WITHDRAWN,2023-04-17,Business Reasons,PHASE1,0,Merck Sharp & Dohme LLC,INDUSTRY,"HIV-1|Human Immunodeficiency Virus 1|Immunodeficiency Virus Type 1, Human|Human Immunodeficiency Virus Type 1",MK-8510,2026-09-07,False,False
NCT04197999,A Study to Determine Safety and Tolerability of GMI-1359 in Subjects With HR+ Metastatic Breast Cancer,TERMINATED,2019-11-21,"After demonstrating the on target effect of GMI-1359 via pharmacodynamic markers (CXCR4 and E-selectin), Sponsor terminated the trial due to COVID-related slow enrollment.",PHASE1,4,GlycoMimetics Incorporated,INDUSTRY,HR+ Metastatic Breast Cancer|Breast Cancer|Breast Cancer Metastatic,GMI-1359,2026-09-07,False,False
NCT02623465,A Study of a New Type of Insulin in Participants With Type 2 Diabetes on Insulin Injection Therapy,WITHDRAWN,2018-01,Change in clinical strategy,PHASE1,0,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",Insulin Lispro,2026-09-07,False,False
NCT05282121,A Study to Test Whether BI 685509 Alone or in Combination With Empagliflozin Helps People With Liver Cirrhosis Caused by Viral Hepatitis or Non-alcoholic Steatohepatitis (NASH) Who Have High Blood Pressure in the Portal Vein (Main Vessel Going to the Liver),TERMINATED,2022-06-28,Company decision,PHASE2,90,Boehringer Ingelheim,INDUSTRY,"Liver Diseases|Hypertension, Portal",Avenciguat|Empagliflozin,2026-09-07,False,False
